Entity,Code,Year,Mean male height (cm),Mean female height (cm)
Kazakhstan,KAZ,1896,161.2327057,151.1341464
Kazakhstan,KAZ,1897,161.3983079,151.2919331
Kazakhstan,KAZ,1898,161.5639758,151.4501465
Kazakhstan,KAZ,1899,161.7297774,151.6085559
Kazakhstan,KAZ,1900,161.8963046,151.766897
Kazakhstan,KAZ,1901,162.062851,151.9249032
Kazakhstan,KAZ,1902,162.2298663,152.0823697
Kazakhstan,KAZ,1903,162.3973221,152.2389278
Kazakhstan,KAZ,1904,162.5648591,152.394184
Kazakhstan,KAZ,1905,162.7323415,152.5483685
Kazakhstan,KAZ,1906,162.8997274,152.7018495
Kazakhstan,KAZ,1907,163.0673374,152.8545645
Kazakhstan,KAZ,1908,163.2358555,153.0062531
Kazakhstan,KAZ,1909,163.404851,153.1569813
Kazakhstan,KAZ,1910,163.5754738,153.3076314
Kazakhstan,KAZ,1911,163.7480459,153.458472
Kazakhstan,KAZ,1912,163.9231701,153.6102778
Kazakhstan,KAZ,1913,164.1004371,153.7629697
Kazakhstan,KAZ,1914,164.2791166,153.9167439
Kazakhstan,KAZ,1915,164.4598643,154.0717352
Kazakhstan,KAZ,1916,164.642402,154.2277139
Kazakhstan,KAZ,1917,164.8267297,154.3845478
Kazakhstan,KAZ,1918,165.0127006,154.5424433
Kazakhstan,KAZ,1919,165.1989678,154.7009987
Kazakhstan,KAZ,1920,165.3847115,154.8596966
Kazakhstan,KAZ,1921,165.5686638,155.0175224
Kazakhstan,KAZ,1922,165.7498483,155.1744872
Kazakhstan,KAZ,1923,165.9274806,155.3295337
Kazakhstan,KAZ,1924,166.1012815,155.4830942
Kazakhstan,KAZ,1925,166.2721043,155.635698
Kazakhstan,KAZ,1926,166.4398139,155.7872726
Kazakhstan,KAZ,1927,166.6061195,155.9383746
Kazakhstan,KAZ,1928,166.7710434,156.0889471
Kazakhstan,KAZ,1929,166.9348076,156.2391719
Kazakhstan,KAZ,1930,167.0970772,156.3889198
Kazakhstan,KAZ,1931,167.2569365,156.5372631
Kazakhstan,KAZ,1932,167.413757,156.6844779
Kazakhstan,KAZ,1933,167.5679838,156.8308438
Kazakhstan,KAZ,1934,167.719979,156.977091
Kazakhstan,KAZ,1935,167.8701278,157.1230642
Kazakhstan,KAZ,1936,168.0181351,157.2683144
Kazakhstan,KAZ,1937,168.1631266,157.4118231
Kazakhstan,KAZ,1938,168.3049916,157.5531191
Kazakhstan,KAZ,1939,168.4435531,157.6915476
Kazakhstan,KAZ,1940,168.5788451,157.826554
Kazakhstan,KAZ,1941,168.7111477,157.9576537
Kazakhstan,KAZ,1942,168.8422356,158.0850206
Kazakhstan,KAZ,1943,168.9729973,158.2097536
Kazakhstan,KAZ,1944,169.1025529,158.3318662
Kazakhstan,KAZ,1945,169.230975,158.4521911
Kazakhstan,KAZ,1946,169.3580847,158.5703269
Kazakhstan,KAZ,1947,169.4827186,158.6859419
Kazakhstan,KAZ,1948,169.6055364,158.7977983
Kazakhstan,KAZ,1949,169.7254972,158.9059256
Kazakhstan,KAZ,1950,169.8417451,159.0103614
Kazakhstan,KAZ,1951,169.9532482,159.1114575
Kazakhstan,KAZ,1952,170.0599596,159.2079412
Kazakhstan,KAZ,1953,170.1632163,159.3005597
Kazakhstan,KAZ,1954,170.2630798,159.388642
Kazakhstan,KAZ,1955,170.3595238,159.4723968
Kazakhstan,KAZ,1956,170.4527751,159.5517204
Kazakhstan,KAZ,1957,170.5441135,159.6273635
Kazakhstan,KAZ,1958,170.6344501,159.6995223
Kazakhstan,KAZ,1959,170.7235533,159.7686622
Kazakhstan,KAZ,1960,170.8122245,159.8351486
Kazakhstan,KAZ,1961,170.8999701,159.8986818
Kazakhstan,KAZ,1962,170.9848029,159.9579781
Kazakhstan,KAZ,1963,171.0654764,160.0122437
Kazakhstan,KAZ,1964,171.1405181,160.0603202
Kazakhstan,KAZ,1965,171.2105379,160.1014863
Kazakhstan,KAZ,1966,171.2772877,160.136201
Kazakhstan,KAZ,1967,171.3413415,160.1655332
Kazakhstan,KAZ,1968,171.4030133,160.1893073
Kazakhstan,KAZ,1969,171.4645527,160.2077463
Kazakhstan,KAZ,1970,171.5258507,160.2206757
Kazakhstan,KAZ,1971,171.586133,160.2285808
Kazakhstan,KAZ,1972,171.6441741,160.2320617
Kazakhstan,KAZ,1973,171.6993723,160.2317382
Kazakhstan,KAZ,1974,171.750404,160.2284886
Kazakhstan,KAZ,1975,171.7953725,160.2219581
Kazakhstan,KAZ,1976,171.8323013,160.2118998
Kazakhstan,KAZ,1977,171.85851,160.1979615
Kazakhstan,KAZ,1978,171.8736038,160.1803005
Kazakhstan,KAZ,1979,171.8783374,160.1594791
Kazakhstan,KAZ,1980,171.8738602,160.1375374
Kazakhstan,KAZ,1981,171.8621831,160.1149523
Kazakhstan,KAZ,1982,171.8440587,160.0926053
Kazakhstan,KAZ,1983,171.8193092,160.070728
Kazakhstan,KAZ,1984,171.7887862,160.048836
Kazakhstan,KAZ,1985,171.7519117,160.0255067
Kazakhstan,KAZ,1986,171.7089915,159.9998067
Kazakhstan,KAZ,1987,171.6604597,159.9708569
Kazakhstan,KAZ,1988,171.6081396,159.9377342
Kazakhstan,KAZ,1989,171.5527503,159.9009505
Kazakhstan,KAZ,1990,171.495316,159.8600895
Kazakhstan,KAZ,1991,171.4374935,159.8167529
Kazakhstan,KAZ,1992,171.3796074,159.7715432
Kazakhstan,KAZ,1993,171.3215495,159.7247756
Kazakhstan,KAZ,1994,171.262669,159.6764103
Kazakhstan,KAZ,1995,171.2033714,159.6274133
Kazakhstan,KAZ,1996,171.1440372,159.5783409
Kenya,KEN,1896,165.7200717,155.9031349
Kenya,KEN,1897,165.8226935,155.9957925
Kenya,KEN,1898,165.9252627,156.0889573
Kenya,KEN,1899,166.0281164,156.1824958
Kenya,KEN,1900,166.1310979,156.2756312
Kenya,KEN,1901,166.2344555,156.3683413
Kenya,KEN,1902,166.3382227,156.4604099
Kenya,KEN,1903,166.4418796,156.5516828
Kenya,KEN,1904,166.5458918,156.6415349
Kenya,KEN,1905,166.6498502,156.7300915
Kenya,KEN,1906,166.7536454,156.8172179
Kenya,KEN,1907,166.8578649,156.9032732
Kenya,KEN,1908,166.9625458,156.9882239
Kenya,KEN,1909,167.0672369,157.0726049
Kenya,KEN,1910,167.1727259,157.1565152
Kenya,KEN,1911,167.2797599,157.2404944
Kenya,KEN,1912,167.3885361,157.3248511
Kenya,KEN,1913,167.4990533,157.4097209
Kenya,KEN,1914,167.6108657,157.4952314
Kenya,KEN,1915,167.723862,157.5815087
Kenya,KEN,1916,167.837962,157.6683487
Kenya,KEN,1917,167.952529,157.7563251
Kenya,KEN,1918,168.0680931,157.8445867
Kenya,KEN,1919,168.182917,157.9325402
Kenya,KEN,1920,168.2967811,158.0200951
Kenya,KEN,1921,168.409043,158.1063721
Kenya,KEN,1922,168.5192259,158.1904556
Kenya,KEN,1923,168.6274251,158.271582
Kenya,KEN,1924,168.7342469,158.3504573
Kenya,KEN,1925,168.8417261,158.4285837
Kenya,KEN,1926,168.9513903,158.506176
Kenya,KEN,1927,169.064442,158.5834073
Kenya,KEN,1928,169.1807613,158.6606559
Kenya,KEN,1929,169.2995508,158.7383405
Kenya,KEN,1930,169.4197906,158.8155
Kenya,KEN,1931,169.5403194,158.8909451
Kenya,KEN,1932,169.6593781,158.9652686
Kenya,KEN,1933,169.7781181,159.0394098
Kenya,KEN,1934,169.8957885,159.1145253
Kenya,KEN,1935,170.0127447,159.1900548
Kenya,KEN,1936,170.1282116,159.265899
Kenya,KEN,1937,170.2415538,159.3413147
Kenya,KEN,1938,170.3519832,159.4157244
Kenya,KEN,1939,170.458686,159.4889485
Kenya,KEN,1940,170.5621999,159.5598518
Kenya,KEN,1941,170.6632239,159.628152
Kenya,KEN,1942,170.762341,159.6938993
Kenya,KEN,1943,170.8610448,159.7586353
Kenya,KEN,1944,170.958749,159.8224371
Kenya,KEN,1945,171.0547784,159.8849871
Kenya,KEN,1946,171.149552,159.9467873
Kenya,KEN,1947,171.2420136,160.0079175
Kenya,KEN,1948,171.3321154,160.0674509
Kenya,KEN,1949,171.4196536,160.1260687
Kenya,KEN,1950,171.5035601,160.1846457
Kenya,KEN,1951,171.5830758,160.2421685
Kenya,KEN,1952,171.6571876,160.2965592
Kenya,KEN,1953,171.7264676,160.3473942
Kenya,KEN,1954,171.7906817,160.3934522
Kenya,KEN,1955,171.8499372,160.4342542
Kenya,KEN,1956,171.9047888,160.4694833
Kenya,KEN,1957,171.9565316,160.4998105
Kenya,KEN,1958,172.0055102,160.5256935
Kenya,KEN,1959,172.0510033,160.5470321
Kenya,KEN,1960,172.0933177,160.5631623
Kenya,KEN,1961,172.1309568,160.5736614
Kenya,KEN,1962,172.1623728,160.5781161
Kenya,KEN,1963,172.1859771,160.5748251
Kenya,KEN,1964,172.1999489,160.5625099
Kenya,KEN,1965,172.2055726,160.5416399
Kenya,KEN,1966,172.2040815,160.5128215
Kenya,KEN,1967,172.196112,160.4769679
Kenya,KEN,1968,172.1835471,160.4347072
Kenya,KEN,1969,172.1688517,160.385912
Kenya,KEN,1970,172.153151,160.3306951
Kenya,KEN,1971,172.1367356,160.269612
Kenya,KEN,1972,172.1200536,160.203306
Kenya,KEN,1973,172.1036729,160.1327571
Kenya,KEN,1974,172.0864438,160.0592348
Kenya,KEN,1975,172.0670033,159.9820188
Kenya,KEN,1976,172.0424881,159.9009564
Kenya,KEN,1977,172.0105289,159.8160668
Kenya,KEN,1978,171.9695639,159.7277876
Kenya,KEN,1979,171.9194656,159.636484
Kenya,KEN,1980,171.8600785,159.5443148
Kenya,KEN,1981,171.7915486,159.4530337
Kenya,KEN,1982,171.7130464,159.3638675
Kenya,KEN,1983,171.6227279,159.2772524
Kenya,KEN,1984,171.5205567,159.1923946
Kenya,KEN,1985,171.4050324,159.1079799
Kenya,KEN,1986,171.2767053,159.0241179
Kenya,KEN,1987,171.1359036,158.9394994
Kenya,KEN,1988,170.9850525,158.8537555
Kenya,KEN,1989,170.8266631,158.7680193
Kenya,KEN,1990,170.6619475,158.6813026
Kenya,KEN,1991,170.4933135,158.5951662
Kenya,KEN,1992,170.3228881,158.509332
Kenya,KEN,1993,170.1518515,158.4234154
Kenya,KEN,1994,169.9808044,158.3370035
Kenya,KEN,1995,169.810517,158.2504184
Kenya,KEN,1996,169.6400915,158.16405
Kiribati,KIR,1896,166.8425834,151.7364747
Kiribati,KIR,1897,166.8176197,151.9813017
Kiribati,KIR,1898,166.7926183,152.2264241
Kiribati,KIR,1899,166.7682284,152.4713624
Kiribati,KIR,1900,166.7449846,152.7153353
Kiribati,KIR,1901,166.7230449,152.9575201
Kiribati,KIR,1902,166.7022818,153.1975946
Kiribati,KIR,1903,166.6835261,153.4340331
Kiribati,KIR,1904,166.6669346,153.6666076
Kiribati,KIR,1905,166.6523771,153.8946068
Kiribati,KIR,1906,166.6400966,154.1173191
Kiribati,KIR,1907,166.6305246,154.3342944
Kiribati,KIR,1908,166.6241333,154.5458723
Kiribati,KIR,1909,166.6208203,154.7516381
Kiribati,KIR,1910,166.621058,154.9520613
Kiribati,KIR,1911,166.6258,155.1478455
Kiribati,KIR,1912,166.6351934,155.3388426
Kiribati,KIR,1913,166.6492297,155.5248555
Kiribati,KIR,1914,166.6670524,155.7061119
Kiribati,KIR,1915,166.6885001,155.8825131
Kiribati,KIR,1916,166.7134511,156.0539651
Kiribati,KIR,1917,166.7418151,156.2198773
Kiribati,KIR,1918,166.7734704,156.3802196
Kiribati,KIR,1919,166.8063568,156.5345826
Kiribati,KIR,1920,166.8397591,156.6829159
Kiribati,KIR,1921,166.8733394,156.8247567
Kiribati,KIR,1922,166.9061113,156.9597359
Kiribati,KIR,1923,166.9376182,157.0871185
Kiribati,KIR,1924,166.96829,157.2071751
Kiribati,KIR,1925,166.9990719,157.3212698
Kiribati,KIR,1926,167.0306194,157.4299004
Kiribati,KIR,1927,167.0642039,157.5326481
Kiribati,KIR,1928,167.0999449,157.6298133
Kiribati,KIR,1929,167.1377888,157.7219779
Kiribati,KIR,1930,167.176727,157.8087595
Kiribati,KIR,1931,167.2163279,157.8892287
Kiribati,KIR,1932,167.2561973,157.9635952
Kiribati,KIR,1933,167.2973109,158.0328535
Kiribati,KIR,1934,167.3405926,158.0982702
Kiribati,KIR,1935,167.3866398,158.1605892
Kiribati,KIR,1936,167.4356063,158.2201966
Kiribati,KIR,1937,167.4876452,158.276945
Kiribati,KIR,1938,167.5423929,158.331133
Kiribati,KIR,1939,167.5998134,158.3826418
Kiribati,KIR,1940,167.6604635,158.4310698
Kiribati,KIR,1941,167.7254081,158.4767722
Kiribati,KIR,1942,167.7960621,158.5203612
Kiribati,KIR,1943,167.8738424,158.5633404
Kiribati,KIR,1944,167.9579856,158.6063168
Kiribati,KIR,1945,168.0480448,158.6496182
Kiribati,KIR,1946,168.1430187,158.6932386
Kiribati,KIR,1947,168.2410408,158.7365899
Kiribati,KIR,1948,168.3415849,158.7788898
Kiribati,KIR,1949,168.4430025,158.8205512
Kiribati,KIR,1950,168.5443807,158.861518
Kiribati,KIR,1951,168.6446004,158.9017167
Kiribati,KIR,1952,168.7428182,158.9406623
Kiribati,KIR,1953,168.8388536,158.977986
Kiribati,KIR,1954,168.9322258,159.0133568
Kiribati,KIR,1955,169.0233013,159.0472623
Kiribati,KIR,1956,169.1121081,159.0794369
Kiribati,KIR,1957,169.1996182,159.1104675
Kiribati,KIR,1958,169.2857172,159.1403665
Kiribati,KIR,1959,169.3690836,159.1684076
Kiribati,KIR,1960,169.4493829,159.1943138
Kiribati,KIR,1961,169.5256403,159.2178309
Kiribati,KIR,1962,169.5969474,159.2379845
Kiribati,KIR,1963,169.6614066,159.2534287
Kiribati,KIR,1964,169.717534,159.2625537
Kiribati,KIR,1965,169.7653218,159.2649709
Kiribati,KIR,1966,169.805765,159.2604588
Kiribati,KIR,1967,169.8397041,159.2498478
Kiribati,KIR,1968,169.8691947,159.2328199
Kiribati,KIR,1969,169.8958014,159.2094601
Kiribati,KIR,1970,169.9194981,159.1800733
Kiribati,KIR,1971,169.9401816,159.1443963
Kiribati,KIR,1972,169.9583163,159.1026544
Kiribati,KIR,1973,169.9739928,159.0553613
Kiribati,KIR,1974,169.9862301,159.0027805
Kiribati,KIR,1975,169.9946966,158.9444252
Kiribati,KIR,1976,169.9982555,158.879638
Kiribati,KIR,1977,169.9958237,158.8081649
Kiribati,KIR,1978,169.9875231,158.7307968
Kiribati,KIR,1979,169.9735469,158.6482749
Kiribati,KIR,1980,169.9549371,158.5621795
Kiribati,KIR,1981,169.9326187,158.4735313
Kiribati,KIR,1982,169.9065704,158.383526
Kiribati,KIR,1983,169.8764095,158.2926936
Kiribati,KIR,1984,169.8421326,158.2007155
Kiribati,KIR,1985,169.8029457,158.1072084
Kiribati,KIR,1986,169.7590287,158.0119954
Kiribati,KIR,1987,169.710688,157.9144135
Kiribati,KIR,1988,169.6585541,157.8147923
Kiribati,KIR,1989,169.6039056,157.7138342
Kiribati,KIR,1990,169.5474306,157.6117862
Kiribati,KIR,1991,169.4902545,157.5096655
Kiribati,KIR,1992,169.4331509,157.4076435
Kiribati,KIR,1993,169.3762312,157.3058037
Kiribati,KIR,1994,169.3190598,157.2040681
Kiribati,KIR,1995,169.2619474,157.1023474
Kiribati,KIR,1996,169.2042839,157.0008244
Kuwait,KWT,1896,160.5053893,150.2604773
Kuwait,KWT,1897,160.682016,150.3998038
Kuwait,KWT,1898,160.8589039,150.5393294
Kuwait,KWT,1899,161.0360485,150.6786631
Kuwait,KWT,1900,161.2131959,150.8179675
Kuwait,KWT,1901,161.3906213,150.9568278
Kuwait,KWT,1902,161.5683961,151.0953104
Kuwait,KWT,1903,161.7468055,151.2329019
Kuwait,KWT,1904,161.9250713,151.3694296
Kuwait,KWT,1905,162.103353,151.5052442
Kuwait,KWT,1906,162.2814037,151.640196
Kuwait,KWT,1907,162.4597299,151.7742551
Kuwait,KWT,1908,162.639159,151.9075377
Kuwait,KWT,1909,162.819756,152.0401961
Kuwait,KWT,1910,163.0020774,152.1727693
Kuwait,KWT,1911,163.1866151,152.3058443
Kuwait,KWT,1912,163.3746297,152.4399197
Kuwait,KWT,1913,163.5655157,152.5750741
Kuwait,KWT,1914,163.758664,152.7111559
Kuwait,KWT,1915,163.9547339,152.8485243
Kuwait,KWT,1916,164.1533306,152.9874704
Kuwait,KWT,1917,164.3547613,153.1280161
Kuwait,KWT,1918,164.5598792,153.2702865
Kuwait,KWT,1919,164.7663999,153.4134468
Kuwait,KWT,1920,164.9730302,153.5572995
Kuwait,KWT,1921,165.1784485,153.7004086
Kuwait,KWT,1922,165.3808874,153.8424489
Kuwait,KWT,1923,165.5792323,153.982362
Kuwait,KWT,1924,165.7723216,154.1205285
Kuwait,KWT,1925,165.9609835,154.2577806
Kuwait,KWT,1926,166.1452177,154.3938253
Kuwait,KWT,1927,166.3267262,154.5291538
Kuwait,KWT,1928,166.5056507,154.6643672
Kuwait,KWT,1929,166.6819282,154.800285
Kuwait,KWT,1930,166.8558909,154.9374551
Kuwait,KWT,1931,167.0273476,155.0746404
Kuwait,KWT,1932,167.1954231,155.212183
Kuwait,KWT,1933,167.3614755,155.3512872
Kuwait,KWT,1934,167.5253478,155.4920109
Kuwait,KWT,1935,167.6881697,155.6340425
Kuwait,KWT,1936,167.8489869,155.7769584
Kuwait,KWT,1937,168.0080367,155.9193467
Kuwait,KWT,1938,168.1648609,156.0604855
Kuwait,KWT,1939,168.319697,156.200611
Kuwait,KWT,1940,168.4727649,156.3393816
Kuwait,KWT,1941,168.6247091,156.4767113
Kuwait,KWT,1942,168.7763002,156.6118288
Kuwait,KWT,1943,168.9288237,156.7463066
Kuwait,KWT,1944,169.0811328,156.8806838
Kuwait,KWT,1945,169.2326082,157.0152423
Kuwait,KWT,1946,169.3828673,157.1497438
Kuwait,KWT,1947,169.530045,157.2837425
Kuwait,KWT,1948,169.6741151,157.4159956
Kuwait,KWT,1949,169.8139016,157.5467741
Kuwait,KWT,1950,169.9491473,157.67636
Kuwait,KWT,1951,170.0791822,157.8052068
Kuwait,KWT,1952,170.2042081,157.931575
Kuwait,KWT,1953,170.3262297,158.0552739
Kuwait,KWT,1954,170.4461182,158.1759823
Kuwait,KWT,1955,170.5635911,158.2935766
Kuwait,KWT,1956,170.6788908,158.4069457
Kuwait,KWT,1957,170.7930443,158.5165874
Kuwait,KWT,1958,170.9067282,158.6228647
Kuwait,KWT,1959,171.0194192,158.7248673
Kuwait,KWT,1960,171.1307705,158.8226392
Kuwait,KWT,1961,171.2401161,158.9157117
Kuwait,KWT,1962,171.3461216,159.0028798
Kuwait,KWT,1963,171.4469961,159.0824065
Kuwait,KWT,1964,171.5410855,159.1537522
Kuwait,KWT,1965,171.6297486,159.2165664
Kuwait,KWT,1966,171.7161253,159.2725112
Kuwait,KWT,1967,171.8015849,159.3228607
Kuwait,KWT,1968,171.8859557,159.3675708
Kuwait,KWT,1969,171.9714862,159.4064001
Kuwait,KWT,1970,172.0575992,159.4390303
Kuwait,KWT,1971,172.1431847,159.4660436
Kuwait,KWT,1972,172.2269787,159.4875789
Kuwait,KWT,1973,172.3081299,159.5048123
Kuwait,KWT,1974,172.3857802,159.5197685
Kuwait,KWT,1975,172.4574651,159.5315516
Kuwait,KWT,1976,172.5201707,159.5403881
Kuwait,KWT,1977,172.5702773,159.5450225
Kuwait,KWT,1978,172.6070647,159.5461082
Kuwait,KWT,1979,172.6311788,159.544489
Kuwait,KWT,1980,172.6440911,159.5423445
Kuwait,KWT,1981,172.6476208,159.5405253
Kuwait,KWT,1982,172.6436933,159.5402559
Kuwait,KWT,1983,172.6315844,159.5417951
Kuwait,KWT,1984,172.6115189,159.5442974
Kuwait,KWT,1985,172.5833441,159.5470063
Kuwait,KWT,1986,172.5477976,159.5483673
Kuwait,KWT,1987,172.5061873,159.5478478
Kuwait,KWT,1988,172.4605404,159.544042
Kuwait,KWT,1989,172.4127536,159.5369114
Kuwait,KWT,1990,172.3633842,159.5261223
Kuwait,KWT,1991,172.3141965,159.5133462
Kuwait,KWT,1992,172.2656081,159.498868
Kuwait,KWT,1993,172.2170393,159.4831748
Kuwait,KWT,1994,172.1674305,159.4657443
Kuwait,KWT,1995,172.1177068,159.4476854
Kuwait,KWT,1996,172.0676564,159.4295678
Kyrgyzstan,KGZ,1896,160.24993,150.1847449
Kyrgyzstan,KGZ,1897,160.4003114,150.3395918
Kyrgyzstan,KGZ,1898,160.5510116,150.4948364
Kyrgyzstan,KGZ,1899,160.7017259,150.6500693
Kyrgyzstan,KGZ,1900,160.8527262,150.8055024
Kyrgyzstan,KGZ,1901,161.0036492,150.9602264
Kyrgyzstan,KGZ,1902,161.1549102,151.1144956
Kyrgyzstan,KGZ,1903,161.306431,151.2682983
Kyrgyzstan,KGZ,1904,161.4577961,151.4210087
Kyrgyzstan,KGZ,1905,161.6091242,151.5725892
Kyrgyzstan,KGZ,1906,161.7603806,151.7235865
Kyrgyzstan,KGZ,1907,161.9115918,151.8734781
Kyrgyzstan,KGZ,1908,162.0637003,152.0223164
Kyrgyzstan,KGZ,1909,162.2166558,152.1704032
Kyrgyzstan,KGZ,1910,162.3713002,152.3184044
Kyrgyzstan,KGZ,1911,162.5281483,152.4667583
Kyrgyzstan,KGZ,1912,162.6875674,152.6159431
Kyrgyzstan,KGZ,1913,162.8492668,152.7658076
Kyrgyzstan,KGZ,1914,163.0125352,152.9164081
Kyrgyzstan,KGZ,1915,163.1777581,153.0681072
Kyrgyzstan,KGZ,1916,163.3449512,153.2208318
Kyrgyzstan,KGZ,1917,163.5141316,153.3748802
Kyrgyzstan,KGZ,1918,163.6852797,153.5298119
Kyrgyzstan,KGZ,1919,163.8564277,153.6851437
Kyrgyzstan,KGZ,1920,164.0272629,153.8408895
Kyrgyzstan,KGZ,1921,164.1965738,153.9958251
Kyrgyzstan,KGZ,1922,164.3632915,154.150017
Kyrgyzstan,KGZ,1923,164.5269333,154.3025018
Kyrgyzstan,KGZ,1924,164.6868612,154.4534089
Kyrgyzstan,KGZ,1925,164.8443091,154.6036364
Kyrgyzstan,KGZ,1926,164.9994463,154.7534376
Kyrgyzstan,KGZ,1927,165.1539133,154.9029189
Kyrgyzstan,KGZ,1928,165.3078748,155.0520233
Kyrgyzstan,KGZ,1929,165.4615942,155.2010998
Kyrgyzstan,KGZ,1930,165.614348,155.350261
Kyrgyzstan,KGZ,1931,165.7652564,155.4981494
Kyrgyzstan,KGZ,1932,165.9139792,155.6449688
Kyrgyzstan,KGZ,1933,166.0607462,155.7913206
Kyrgyzstan,KGZ,1934,166.2062698,155.9379179
Kyrgyzstan,KGZ,1935,166.3504367,156.0844265
Kyrgyzstan,KGZ,1936,166.4932935,156.2304713
Kyrgyzstan,KGZ,1937,166.6338977,156.3753054
Kyrgyzstan,KGZ,1938,166.7720656,156.5181382
Kyrgyzstan,KGZ,1939,166.9081501,156.6583264
Kyrgyzstan,KGZ,1940,167.0421135,156.7954044
Kyrgyzstan,KGZ,1941,167.1741227,156.9289778
Kyrgyzstan,KGZ,1942,167.3057382,157.05929
Kyrgyzstan,KGZ,1943,167.4381718,157.1873415
Kyrgyzstan,KGZ,1944,167.570654,157.3133594
Kyrgyzstan,KGZ,1945,167.7029501,157.4379133
Kyrgyzstan,KGZ,1946,167.8353342,157.5606212
Kyrgyzstan,KGZ,1947,167.9665652,157.681095
Kyrgyzstan,KGZ,1948,168.0969378,157.7987033
Kyrgyzstan,KGZ,1949,168.2261725,157.9131721
Kyrgyzstan,KGZ,1950,168.3532841,158.0247604
Kyrgyzstan,KGZ,1951,168.4771449,158.1333319
Kyrgyzstan,KGZ,1952,168.5978442,158.2376297
Kyrgyzstan,KGZ,1953,168.7168381,158.3384598
Kyrgyzstan,KGZ,1954,168.8342707,158.4350771
Kyrgyzstan,KGZ,1955,168.9496084,158.5278013
Kyrgyzstan,KGZ,1956,169.0633796,158.6164006
Kyrgyzstan,KGZ,1957,169.1767072,158.701607
Kyrgyzstan,KGZ,1958,169.2901798,158.7842774
Kyrgyzstan,KGZ,1959,169.404401,158.8642741
Kyrgyzstan,KGZ,1960,169.5194828,158.9421317
Kyrgyzstan,KGZ,1961,169.6352084,159.0173052
Kyrgyzstan,KGZ,1962,169.7495208,159.0883936
Kyrgyzstan,KGZ,1963,169.8608691,159.1545326
Kyrgyzstan,KGZ,1964,169.9677671,159.2145503
Kyrgyzstan,KGZ,1965,170.0707739,159.2678333
Kyrgyzstan,KGZ,1966,170.171495,159.3147807
Kyrgyzstan,KGZ,1967,170.2706214,159.3559568
Kyrgyzstan,KGZ,1968,170.3687591,159.3909424
Kyrgyzstan,KGZ,1969,170.4678333,159.4200332
Kyrgyzstan,KGZ,1970,170.5675811,159.4434295
Kyrgyzstan,KGZ,1971,170.6671282,159.4620193
Kyrgyzstan,KGZ,1972,170.7651279,159.4767778
Kyrgyzstan,KGZ,1973,170.860966,159.4885181
Kyrgyzstan,KGZ,1974,170.9533398,159.4986679
Kyrgyzstan,KGZ,1975,171.0401615,159.5062045
Kyrgyzstan,KGZ,1976,171.1191749,159.5113139
Kyrgyzstan,KGZ,1977,171.1874779,159.5138132
Kyrgyzstan,KGZ,1978,171.2442669,159.5139686
Kyrgyzstan,KGZ,1979,171.2904925,159.5120765
Kyrgyzstan,KGZ,1980,171.3272909,159.5098048
Kyrgyzstan,KGZ,1981,171.3567659,159.5078638
Kyrgyzstan,KGZ,1982,171.3791866,159.5072097
Kyrgyzstan,KGZ,1983,171.3948279,159.5075679
Kyrgyzstan,KGZ,1984,171.4046668,159.5084435
Kyrgyzstan,KGZ,1985,171.4077278,159.508955
Kyrgyzstan,KGZ,1986,171.404639,159.5077589
Kyrgyzstan,KGZ,1987,171.3960123,159.5040005
Kyrgyzstan,KGZ,1988,171.3836599,159.496922
Kyrgyzstan,KGZ,1989,171.3684526,159.4867435
Kyrgyzstan,KGZ,1990,171.3509855,159.4725556
Kyrgyzstan,KGZ,1991,171.3329048,159.4560949
Kyrgyzstan,KGZ,1992,171.315051,159.4378724
Kyrgyzstan,KGZ,1993,171.2967896,159.4181687
Kyrgyzstan,KGZ,1994,171.2778522,159.3972021
Kyrgyzstan,KGZ,1995,171.2587531,159.3757662
Kyrgyzstan,KGZ,1996,171.239191,159.3541814
Laos,LAO,1896,152.8846243,144.6876576
Laos,LAO,1897,153.0152002,144.7982423
Laos,LAO,1898,153.1456663,144.9087351
Laos,LAO,1899,153.2763378,145.019229
Laos,LAO,1900,153.4066771,145.1294467
Laos,LAO,1901,153.5373078,145.2391744
Laos,LAO,1902,153.6677499,145.3483668
Laos,LAO,1903,153.7978534,145.456393
Laos,LAO,1904,153.9277502,145.5629311
Laos,LAO,1905,154.0568734,145.667902
Laos,LAO,1906,154.1852345,145.7715177
Laos,LAO,1907,154.3126492,145.8734731
Laos,LAO,1908,154.4399495,145.9741379
Laos,LAO,1909,154.567034,146.073194
Laos,LAO,1910,154.6943999,146.1716239
Laos,LAO,1911,154.8231101,146.2695612
Laos,LAO,1912,154.9530138,146.3680173
Laos,LAO,1913,155.0835155,146.4672912
Laos,LAO,1914,155.2143476,146.5678364
Laos,LAO,1915,155.3446602,146.6695576
Laos,LAO,1916,155.4740827,146.7731645
Laos,LAO,1917,155.6023905,146.8792211
Laos,LAO,1918,155.7289429,146.9881701
Laos,LAO,1919,155.8523176,147.0995539
Laos,LAO,1920,155.9720723,147.2142448
Laos,LAO,1921,156.0877627,147.3322392
Laos,LAO,1922,156.199064,147.4536769
Laos,LAO,1923,156.3063684,147.5783373
Laos,LAO,1924,156.4101628,147.7068558
Laos,LAO,1925,156.5131407,147.8414684
Laos,LAO,1926,156.6169817,147.9822409
Laos,LAO,1927,156.7213278,148.1274555
